Company,Project,Cost,URL,rate_card_id
Tata Consultancy Services Limited,TCS Oracle Advance Planning Cloud Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/924921697548332,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Infosys Limited,Oracle Financials Cloud Implementation & Support,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/706914097081110,InfosysLimited_902435204987987-sfia-rate-card-2022-05-18-0943.pdf
Cognizant Worldwide Limited,Azure Virtual Desktop (AVD) Managed Services,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/391628760592687,CognizantWorldwideLimited_198386448262515-sfia-rate-card-2022-05-10-1509.pdf
Cognizant Worldwide Limited,Integration Between CRM and Peripheral Systems Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/517565807389047,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Infosys Limited,Infrastructure Security,488 to 810 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/504463765181228,InfosysLimited_557146589679148-sfia-rate-card-2022-05-18-0950.pdf
Alchemmy Consulting Ltd,High Performing Digital Teams,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/462142991034404,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Adatis,Power BI Training,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/816091711011880,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Slalom Consulting,Business Model Design,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/567917341882423,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Tata Consultancy Services Limited,TCS Oracle Profitability and Cost Management Cloud Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/844901550993560,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,Programme Management Office,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/849212568461777,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Capgemini UK plc,Big Data Analytics Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/125428295985287,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Data Quality Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/542219416470838,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Adatis,Single Customer View,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/497293899073016,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Infosys Limited,SAP Application Support and Maintenance,"732 to 1,179 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/835791889637141,InfosysLimited_716872809169992-sfia-rate-card-2022-05-17-1641.pdf
Tata Consultancy Services Limited,TCS Information Assurance for Google Cloud Platform (GCP),127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/292543086252363,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Slalom Consulting,Product Operating Model,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/131514264332205,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Oracle HCM Cloud Setup & Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/395065042606356,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Infosys Limited,SAP User Experience Transformation,"732 to 1,179 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/999528236887356,InfosysLimited_716872809169992-sfia-rate-card-2022-05-17-1641.pdf
Alchemmy Consulting Ltd,Agile Project Management For Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/430634083603887,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Tata Consultancy Services Limited,TCS Service Management & Enterprise Reliability for Google Cloud Platform (GCP),127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/897207157982267,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,Microsoft Dynamics 365 Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/295896247897233,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Slalom Consulting,Advanced Analytics ML,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/894798642124962,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Adatis,Data as a Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/210804825236954,n/a
Cognizant Worldwide Limited,ServiceNow for Healthcare (NHS),"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/153072172942699,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Adatis,Azure Data Factory Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/345517427891130,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Capgemini UK plc,Application Management (AM) Service Automation,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/521656763233118,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Slalom Consulting,Cloud Data Architecture - Databricks,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/701831339272596,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Alchemmy Consulting Ltd,Digital & Cloud Supplier Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/850109278783241,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Infosys Limited,TradeEdge Procurement Analytics,"1,000 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/909328296028834,n/a
Tata Consultancy Services Limited,TCS ERP on Cloud Platform - TCS SPRINT,"40,000 a unit a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/688716610162418,TataConsultancyServicesLimited_688716610162418-sfia-rate-card-2022-05-16-1614.pdf
Alchemmy Consulting Ltd,"Business Process, Robotic Process & Intelligent Automation","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/960102852216081,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Cognizant Worldwide Limited,Cloud Orchestration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/941027263267589,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Infosys Limited,Microsoft Dynamics 365 Support Services,"200 to 1,050 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/604810866273288,InfosysLimited_704759666807103-sfia-rate-card-2022-05-18-1023.pdf
Capgemini UK plc,IRM Cyber Risk Assessment,"650 to 1,250 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/645203141445747,n/a
Slalom Consulting,Intelligent Product Delivery,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/616774215053290,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Adatis,Data Maturity Assessment,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/385647252321213,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Tata Consultancy Services Limited,"TCS Discovery, Alpha services for Health and Social Care",127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/420178282318496,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Cognizant Worldwide Limited,Storage and Data Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/478912006801281,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Alchemmy Consulting Ltd,Digital PMO - Design & Setup,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/454041225608862,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Slalom Consulting,Organisation Design,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/132413272972414,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Capgemini UK plc,Cybersecurity - Security and Regulatory Assurance - Run Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/561484642222711,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Infosys Limited,Big Data and Cloud Offerings,618 to 915 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/629255858802080,InfosysLimited_629255858802080-sfia-rate-card-2022-05-18-0804.pdf
Tata Consultancy Services Limited,TCS Oracle Siebel Cloudification,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/599587476539669,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Adatis,Data Governance,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/135693976361811,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Slalom Consulting,Omnichannel Strategy,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/636090749780640,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Alchemmy Consulting Ltd,Customer Journey Mapping,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/861426591176969,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Capgemini UK plc,Oracle Digital Customer Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/425603464508403,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Adatis,Data Integration,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/537928577120591,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Tata Consultancy Services Limited,TCS Oracle Financial Consolidation and Close Cloud Service,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/882245184220665,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Infosys Limited,Infosys Digital Assistant-Chatbots and Voicebots,"200 to 1,100 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/110691768367566,InfosysLimited_564699933939537-sfia-rate-card-2022-05-18-1006.pdf
Slalom Consulting,Managing Cloud-Enabled Transformation Programmes,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/470263677528197,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Test Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/365619490886032,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Alchemmy Consulting Ltd,Digital & Cloud Project Recovery,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/468869612340346,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Capgemini UK plc,Enterprise Content Management (ECM),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/346619634877537,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Adatis,Azure Databricks,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/412100115438001,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Tata Consultancy Services Limited,TCS AWS Cloud Foundation Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/108571308267754,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Slalom Consulting,Data Visualisation,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/423297806287501,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Integration Services  in Healthcare,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/168293838588797,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Oracle Cloud Native Platform Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/812315268578717,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Infosys Limited,SAP Data Migration,"732 to 1,179 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/661774751096043,InfosysLimited_716872809169992-sfia-rate-card-2022-05-17-1641.pdf
Adatis,Power BI Data Governance,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/434139375971121,Adatis_328689946610675-sfia-rate-card-2022-05-13-0855.pdf
Slalom Consulting,Cloud Data Architecture - AWS,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/409294437570490,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Tata Consultancy Services Limited,TCS Testing Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/575870842155085,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Alchemmy Consulting Ltd,Business Process Modelling for Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/374555396699228,AlchemmyConsultingLtd_906112248088348-sfia-rate-card-2022-05-18-0956.pdf
Slalom Consulting,Culture Transformation,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/422148878946057,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Infosys Limited,Oracle Integration Cloud and Data Migration,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/875931076086111,InfosysLimited_902435204987987-sfia-rate-card-2022-05-18-0943.pdf
Capgemini UK plc,"CA Gen Support, Upgrade and Migration Services Supporting the journey to the Cloud",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/180544977078909,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
