,Company,Project,Cost,URL,rate_card_id
779,Tata Consultancy Services Limited,TCS Utility Bill Manager - TCS iON,"20,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222545922602461,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
780,Cognizant Worldwide Limited,Compatibility Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/130604635810612,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
781,The Boston Consulting Group UK LLP,DigitalBCG: De-risking a Cloud Project,"58,000 a unit a week",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/661489217555366,
782,Capgemini UK plc,Integrated Business Planning Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/373244431195163,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
783,Baringa Partners,Baringa Cloud Business Analysis Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/403855343366581,
784,BJSS Limited,Internet of Things (IoT) Services,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/532938560209500,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
785,Tata Consultancy Services Limited,TCS Cloud Support Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/629422350027879,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
786,Infosys Limited,Oracle Platform as a Service (PaaS),"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/549485741859960,InfosysLimited_743987123542774-sfia-rate-card-2022-05-18-0942.pdf
787,Cognizant Worldwide Limited,Cloud Migration,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/165156168579466,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
788,Baringa Partners,Baringa Cloud Data Technology Specification and Selection Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/718278124622925,
789,Tata Consultancy Services Limited,"TCS Intelligent IT Operations for the NHS, Health, and Social Care",127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118770631072815,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
790,BJSS Limited,Beta,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/576025108411134,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
791,The Boston Consulting Group UK LLP,DigitalBCG: Strategy for Cloud-based Transformation,"58,000 a unit a week",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/452677196063440,
792,Capgemini UK plc,Agile Digital Architecture Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/711457783885128,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
793,Cognizant Worldwide Limited,Analytics Proof of Concept and Pilot Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/162972506553677,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
794,BJSS Limited,Operating Model and Organisation Design,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/380659636779946,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
795,Capgemini UK plc,Identity and Access Management FastTrack Services ( IAM / IDAM ),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/117108255822347,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
796,Tata Consultancy Services Limited,TCS Oracle ERP Cloud Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/475100762850980,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
797,Cognizant Worldwide Limited,Business Intelligence Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/450732501575916,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
798,Infosys Limited,Infosys Cloud Environment Build Service,"369 to 1,167 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/168937803265132,InfosysLimited_168937803265132-sfia-rate-card-2022-05-18-0752.pdf
799,Baringa Partners,Baringa Cloud Data and Technology Programme Governance and Delivery Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/673765508875884,
800,Infosys Limited,Oracle Cloud Application Maintenance Support,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/628300000397694,InfosysLimited_743987123542774-sfia-rate-card-2022-05-18-0942.pdf
801,Capgemini UK plc,"Claims, Grants, Funds & Payments Administration with AM, Development & Project Cloud Services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/355578068312593,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
802,Tata Consultancy Services Limited,"TCS Business Intelligence and Visualisation Services for the NHS, Health, and Social Care",127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/279180383379691,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
803,BJSS Limited,Change and Adoption,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/672219609020625,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
804,Capita Business Services Limited,One Education and Children Services (Capita),"6,979 a user a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/497151124177399,
805,Baringa Partners,Baringa Cloud Data Target Operating Model Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/123719578550306,
806,Capgemini UK plc,Managed Test Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/590971935097698,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
807,BJSS Limited,IT Strategy,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/637895940322022,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
808,Cognizant Worldwide Limited,Digital and Remote Healthcare,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/472228961587314,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
809,Infosys Limited,Digital Marketing-ECM,406 to 791 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/436301768158370,InfosysLimited_564699933939537-sfia-rate-card-2022-05-18-1006.pdf
810,Tata Consultancy Services Limited,TCS Case Management and Knowledge Management Services - TCS DigiGOV,30 a user a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/928748344492990,
811,Capita Business Services Limited,Capita One Housing,"4,562 a licence a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/212008631443406,
812,Baringa Partners,Baringa Cloud Trusted Data Solutions and Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/271625339860876,
813,Capgemini UK plc,Cybersecurity Maturity Assessment & Security Strategy Development,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/902227051326241,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
814,BJSS Limited,Accessibility Services,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/142754736112400,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
815,Tata Consultancy Services Limited,TCS Microsoft iPaaS-Application Integration Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/652087975878600,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
816,Cognizant Worldwide Limited,Machine Learning (ML) Development Services,"400 to 2,100 a licence a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151390518615916,
817,Infosys Limited,SAP  S/4HANA Package Consulting,"732 to 1,179 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/689501337230137,InfosysLimited_146894943365045-sfia-rate-card-2022-05-18-1027.pdf
818,Capita Business Services Limited,Project and Programme Management Delivery Services (Capita),"267 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/225707228482545,CapitaBusinessServicesLimited_123944138131915-sfia-rate-card-2022-05-13-1601.pdf
819,CGI,Enterprise Architecture and IT Strategy Services,"1,202 to 1,498 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/677497893700607,CGI_135815781352257-sfia-rate-card-2022-05-16-1917.pdf
820,Tata Consultancy Services Limited,TCS Business Process Management (BPM) Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/732722829537655,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
821,Capgemini UK plc,IRM Vulnerability Scanning,"650 to 1,250 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/940740502493184,
822,Infosys Limited,Accounts Payable on Cloud (APOC),"200 to 1,100 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/177765491368802,InfosysLimited_564699933939537-sfia-rate-card-2022-05-18-1006.pdf
823,BJSS Limited,Cloud Landing Zone,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/283213206936571,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
824,Capita Business Services Limited,Automation Discovery Tools (Capita),"267 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/683314883395870,CapitaBusinessServicesLimited_123944138131915-sfia-rate-card-2022-05-13-1601.pdf
825,Cognizant Worldwide Limited,Mainframe Offload Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/556605856419767,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
826,CGI,Business Process Services,"292 to 1,570 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/814091733954675,CGI_135815781352257-sfia-rate-card-2022-05-16-1917.pdf
827,Capgemini UK plc,Heroku advisory and implementation cloud services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/639162102135136,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
828,BJSS Limited,Healthcare Engineering,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/642258241432565,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
829,Infosys Limited,Oracle IaaS Implementation & Support,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/756454613422458,InfosysLimited_743987123542774-sfia-rate-card-2022-05-18-0942.pdf
830,Tata Consultancy Services Limited,TCS Customer Relationship Management (CRM) - TCS DigiGOV,"30,000 a licence a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/866739629034477,
831,Cognizant Worldwide Limited,Cloud-based Health management platform,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/514906926116058,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
832,Capita Business Services Limited,Capita One Revenues and Benefits,"6,900 a user a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/764053917966523,
833,Capgemini UK plc,IRM Security Maturity Assessment,"650.00 to 1,250.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/518840434621060,
834,CGI,Programme Management and Decision Support Services,"725 to 1,498 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944715204232422,CGI_135815781352257-sfia-rate-card-2022-05-16-1917.pdf
835,BJSS Limited,API Development and Integration,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/597656044216638,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
836,Tata Consultancy Services Limited,TCS Cyber Security - Enterprise Vulnerability Management,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/730545594089950,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
837,Capita Business Services Limited,Phishing Campaign (Capita),"267 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/613967966375222,CapitaBusinessServicesLimited_123944138131915-sfia-rate-card-2022-05-13-1601.pdf
838,Cognizant Worldwide Limited,Blockchain and Distributed Ledger Technology,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/973700040689401,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
839,CGI,"HR & Payroll - Implementation, Support and Consultancy Services","292 to 1,570 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/483979696768343,CGI_135815781352257-sfia-rate-card-2022-05-16-1917.pdf
840,Capgemini UK plc,Oracle Integration Cloud Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/376967405915054,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
841,Capita Business Services Limited,Accessibility Auditing (Capita),"267 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/171344779614910,CapitaBusinessServicesLimited_123944138131915-sfia-rate-card-2022-05-13-1601.pdf
842,Tata Consultancy Services Limited,TCS User Experience Design (UX),127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/808365208672537,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
843,BJSS Limited,Cloud Proof of Concept/Proof of Value Services,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/982929700737565,BJSSLimited_793793704459949-sfia-rate-card-2022-05-16-1851.pdf
844,Capgemini UK plc,Application Development and Maintenance Advisory Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/140230479612479,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
845,Infosys Limited,"Infosys SAP Cloud Foundation, SAP Cloud Build, SAP Cloud migration services","732 to 1,179 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/915791470436504,InfosysLimited_146894943365045-sfia-rate-card-2022-05-18-1027.pdf
